QUOTE;AUTHOR;GENRE
If you put the federal government in charge of the Sahara Desert, in 5 years there'd be a shortage of sand.;Milton Friedman;government
The problem is not that people are taxed too little, the problem is that government spends too much.;Ronald Reagan;government
The philosophy of the school room in one generation will be the philosophy of government in the next.;Abraham Lincoln;government
The most terrifying words in the English language are: I'm from the government and I'm here to help.;Ronald Reagan;government
Loyalty to the country always. Loyalty to the government when it deserves it.;Mark Twain;government
The people will save their government, if the government itself will allow them.;Abraham Lincoln;government
Government does not solve problems it subsidizes them.;Ronald Reagan;government
It has been said that democracy is the worst form of government except all the others that have been tried.;Winston Churchill;government
History, in general, only informs us of what bad government is.;Thomas Jefferson;government
The natural progress of things is for liberty to yield and government to gain ground.;Thomas Jefferson;government
Conquest is not in our principles. It is inconsistent with our government.;Thomas Jefferson;government
Democracy is worth dying for, because it's the most deeply honorable form of government ever devised by man.;Ronald Reagan;government
I own that I am not a friend to a very energetic government. It is always oppressive.;Thomas Jefferson;government
An oppressive government is more to be feared than a tiger.;Confucius;government
That government is the strongest of which every man feels himself a part.;Thomas Jefferson;government
No government ought to be without censors and where the press is free no one ever will.;Thomas Jefferson;government
Be thankful we're not getting all the government we're paying for.;Will Rogers;government
The second office in the government is honorable and easy the first is but a splendid misery.;Thomas Jefferson;government
Government always finds a need for whatever money it gets.;Ronald Reagan;government
One way to make sure crime doesn't pay would be to let the government run it.;Ronald Reagan;government
Today, if you invent a better mousetrap, the government comes along with a better mouse.;Ronald Reagan;government
My brother Bob doesn't want to be in government - he promised Dad he'd go straight.;John F. Kennedy;government
I don't make jokes. I just watch the government and report the facts.;Will Rogers;government
Mankind, when left to themselves, are unfit for their own government.;George Washington;government
By definition, a government has no conscience. Sometimes it has a policy, but nothing more.;Albert Camus;government
Under a government which imprisons any unjustly, the true place for a just man is also a prison.;Henry David Thoreau;government
The art of government is the organisation of idolatry.;George Bernard Shaw;government
Fascism should rightly be called Corporatism, as it is the merger of corporate and government power.;Benito Mussolini;government
The government is us we are the government, you and I.;Theodore Roosevelt;government
The administration of justice is the firmest pillar of government.;George Washington;government
An ideal form of government is democracy tempered with assassination.;Voltaire;government
It's not tyranny we desire it's a just, limited, federal government.;Alexander Hamilton;government
A democratic government is the only one in which those who vote for a tax can escape the obligation to pay it.;Alexis de Tocqueville;government
I believe there is something out there watching us. Unfortunately, it's the government.;Woody Allen;government
Government is an association of men who do violence to the rest of us.;Leo Tolstoy;government
Things in our country run in spite of government, not by aid of it.;Will Rogers;government
It's easy being a humorist when you've got the whole government working for you.;Will Rogers;government
It's a good thing we don't get all the government we pay for.;Will Rogers;government
When one gets in bed with government, one must expect the diseases it spreads.;Ron Paul;government
There's no trick to being a humorist when you have the whole government working for you.;Will Rogers;government
The happiness of society is the end of government.;John Adams;government
The ideal form of government is democracy tempered with assassination.;Voltaire;government
The best government is a benevolent tyranny tempered by an occasional assassination.;Voltaire;government
The universe never did make sense I suspect it was built on government contract.;Robert A. Heinlein;government
The invisible hand of the market always moves faster and better than the heavy hand of government.;Mitt Romney;government
The best government is that which teaches us to govern ourselves.;Johann Wolfgang von Goethe;government
I believe that all government is evil, and that trying to improve it is largely a waste of time.;H. L. Mencken;government
All government, of course, is against liberty.;H. L. Mencken;government
Which government is the best? The one that teaches us to govern ourselves.;Johann Wolfgang von Goethe;government
Every decent man is ashamed of the government he lives under.;H. L. Mencken;government
Democracy means government by the uneducated, while aristocracy means government by the badly educated.;Gilbert K. Chesterton;government
Nothing is so permanent as a temporary government program.;Milton Friedman;government
It is horrifying that we have to fight our own government to save the environment.;Ansel Adams;government
A patriot must always be ready to defend his country against his government.;Edward Abbey;government
The answer for healthcare is market incentives, not healthcare by a Godzilla-sized government bureaucracy.;Mitt Romney;government
A Conservative Government is an organized hypocrisy.;Benjamin Disraeli;government
Well private money can take risks in a way that government money often isn't willing to.;Bill Gates;government
Most of the energy of political work is devoted to correcting the effects of mismanagement of government.;Milton Friedman;government
The impersonal hand of government can never replace the helping hand of a neighbor.;Hubert H. Humphrey;government
A government of laws, and not of men.;John Adams;government
One of the key problems today is that politics is such a disgrace, good people don't go into government.;Donald Trump;government
Even to observe neutrality you must have a strong government.;Alexander Hamilton;government
Freedom of opinion can only exist when the government thinks itself secure.;Bertrand Russell;government
The income tax created more criminals than any other single act of government.;Barry Goldwater;government
Nothing turns out to be so oppressive and unjust as a feeble government.;Edmund Burke;government
You know why there's a Second Amendment? In case the government fails to follow the first one.;Rush Limbaugh;government
A claim for equality of material position can be met only by a government with totalitarian powers.;Friedrich August von Hayek;government
The essence of a free government consists in an effectual control of rivalries.;John Adams;government
For Forms of Government let fools contest whatever is best administered is best.;Alexander Pope;government
The mystery of government is not how Washington works but how to make it stop.;P. J. O'Rourke;government
No Government can be long secure without a formidable Opposition.;Benjamin Disraeli;government
If government were a product, selling it would be illegal.;P. J. O'Rourke;government
That fatal drollery called a representative government.;Benjamin Disraeli;government
A President needs political understanding to run the government, but he may be elected without it.;Harry S. Truman;government
Our whole constitutional heritage rebels at the thought of giving government the power to control men's minds.;Thurgood Marshall;government
What would annoy the most people most often? That is the true left-wing test of government intervention.;P. J. O'Rourke;government
This used to be a government of checks and balances. Now it's all checks and no balances.;Gracie Allen;government
When you have an efficient government, you have a dictatorship.;Harry S. Truman;government
Government's first duty and highest obligation is public safety.;Arnold Schwarzenegger;government
We need a government, alas, because of the nature of humans.;P. J. O'Rourke;government
The best defense against usurpatory government is an assertive citizenry.;William F. Buckley, Jr.;government
Government has no other end, but the preservation of property.;John Locke;government
I don't look for much to come out of government ownership as long as we have Democrats and Republicans.;Kin Hubbard;government
To restore the trust of the people, we must reform the way the government operates.;Arnold Schwarzenegger;government
We are a forward-looking people, and we must have a forward-looking government.;Arnold Schwarzenegger;government
I feel good because I believe I have made progress in rebuilding the people's trust in their government.;Arnold Schwarzenegger;government
A government, for protecting business only, is but a carcass, and soon falls by its own corruption and decay.;Amos Bronson Alcott;government
I only ask of the government to be treated as all other men are treated.;Chief Joseph;government
When man lives under government, he is fallen, his worth is gone, and his nature tarnished.;Adam Weishaupt;government
There is not much less vexation in the government of a private family than in the managing of an entire state.;Michel de Montaigne;government
When there is a lack of honor in government, the morals of the whole people are poisoned.;Herbert Hoover;government
A politician is a man who understands government. A statesman is a politician who's been dead for 15 years.;Harry S. Truman;government
Though the people support the government the government should not support the people.;Grover Cleveland;government
Democracy is the form of government that gives every man the right to be his own oppressor.;James Russell Lowell;government
There are no necessary evils in government. Its evils exist only in its abuses.;Andrew Jackson;government
Sure there are dishonest men in local government. But there are dishonest men in national government too.;Richard M. Nixon;government
The people's government, made for the people, made by the people, and answerable to the people.;Daniel Webster;government
Religion flourishes in greater purity, without than with the aid of Government.;James Madison;government
Disbelief in magic can force a poor soul into believing in government and business.;Tom Robbins;government
Everything government touches turns to crap.;Ringo Starr;government
Our goal is to shrink government to the size where we can drown it in a bathtub.;Grover Norquist;government
It is just as important that business keep out of government as that government keep out of business.;Herbert Hoover;government
The government is tottering. We must deal it the death blow an any cost. To delay action is the same as death.;Vladimir Lenin;government
Every country has the government it deserves.;Joseph de Maistre;government
There is a higher law than the law of government. That's the law of conscience.;Stokely Carmichael;government
You could afford your house without the government if it weren't for the government.;Rush Limbaugh;government
Government stimulates the democrat party.;Rush Limbaugh;government
But then it hasn't really been a focus of our government to make us an educated people.;Maynard James Keenan;government
You know what the fastest growing religion in America is? Statism. The growing reliance on government.;Marco Rubio;government
Democracy is when the people keep a government in check.;Aung San Suu Kyi;government
Democracy is not so much a form of government as a set of principles.;Woodrow Wilson;government
Say what you like about my bloody murderous government,' I says, 'but don't insult me poor bleedin' country.;Edward Abbey;government
The less government interferes with private pursuits, the better for general prosperity.;Martin Van Buren;government
Every form of government tends to perish by excess of its basic principle.;Will Durant;government
The weather is like the government, always in the wrong.;Jerome K. Jerome;government
But those who believe that what our people desire is big government are living in a state of delusion.;Marco Rubio;government
The best form of government is that which is most likely to prevent the greatest sum of evil.;James Monroe;government
Government is essentially immoral.;Herbert Spencer;government
The Soviet government is the most realistic regime in the world - no ideals.;Golda Meir;government
Government is dysfunctional.;Michael Bloomberg;government
Government is the great fiction, through which everybody endeavors to live at the expense of everybody else.;Frederic Bastiat;government
World War II was the last government program that really worked.;George Will;government
Communism is a hateful thing, and a menace to peace and organized government.;Grover Cleveland;government
It is time we passed a balanced budget amendment and return this government to limited spending.;Newt Gingrich;government
The time has come to tell the truth about the corruption of the government employee unions in this country.;Newt Gingrich;government
Of all tasks of government the most basic is to protect its citizens against violence.;John Foster Dulles;government
Americans chose a limited government that exists to protect our rights, not to grant them.;Marco Rubio;government
Secrecy, being an instrument of conspiracy, ought never to be the system of a regular government.;Jeremy Bentham;government
Good government is the outcome of private virtue.;John Jay Chapman;government
Conservatives are winning offices, and champions of big government are cleaning out their desks right now.;Rick Perry;government
Folks, this government isn't too big to fail, it's too big to succeed.;Sarah Palin;government
The fundamental purpose of government is to protect its citizens.;Arlen Specter;government
It is the duty of government to make it difficult for people to do wrong, easy to do right.;William E. Gladstone;government
When the good lord calls you home, the government ought not come get your home.;Rick Perry;government
Americans want government that is leaner, more efficient, and less intrusive into their personal lives.;Rick Perry;government
Too often government responds to the whispers of lobbyists before the cries of the people.;Andrew Cuomo;government
Democrats believe that the federal government is not our enemy, it's our partner.;George McGovern;government
Every time the government grows we lose more of who we are.;Glenn Beck;government
Candidly, I believe most corporations actually don't mind big government.;Rick Santorum;government
The goal to strive for is a poor government but a rich people.;Andrew Johnson;government
I hate Iran. I hate the Iranian government. It's a cruel and evil government.;Doris Lessing;government
I've always been about less government.;Kelly Clarkson;government
The chief duty of government is to keep the peace and stand out of the sunshine of the people.;James A. Garfield;government
Man, I don't want to have nothing to do with computers. I don't want the government in my business.;Erykah Badu;government
Men must turn square corners when they deal with the Government.;Oliver Wendell Holmes, Jr.;government
A president who breaks the law is a threat to the very structure of our government.;Al Gore;government
Government shouldn't tell you whom to marry.;Michael Bloomberg;government
We just put General Motors in the hands of people who can't even run our own government.;Glenn Beck;government
I cannot think of any circumstances in which a government can go to war without the support of parliament.;Tony Blair;government
In government you carry each hope each disillusion. And in politics it's always about the next challenge.;Tony Blair;government
The government can only be brought down because it alienates several parties in the House.;Stephen Harper;government
It's the federal government's job to secure the border.;Carly Fiorina;government
Whatever government is not a government of laws, is a despotism, let it be called what it may.;Daniel Webster;government
If it were not for the government, we should have nothing to laugh at in France.;Nicolas Chamfort;government
I am very much opposed to abortion personally. But I don't think it is the government's rule.;Arlen Specter;government
Where might is mixed with wit, there is too good an accord in a government.;Elizabeth I;government
I work for a Government I despise for ends I think criminal.;John Maynard Keynes;government
Well, I thought the deal was, when you went to work for the government you weren't supposed to make money!;Joe Biden;government
The Constitution is not neutral. It was designed to take the government off the backs of people.;William O. Douglas;government
The Right's view of government and the Left's view of big business are both correct.;Robert Anton Wilson;government
The corporations don't have to lobby the government anymore. They are the government.;Jim Hightower;government
If the law is upheld only by government officials, then all law is at an end.;Herbert Hoover;government
The government's War on Poverty has transformed poverty from a short-term misfortune into a career choice.;Harry Browne;government
I'm not, nor is anybody I know in government part of a nasty right wing clique.;William Hague;government
I think Britain would be alright, if only we had a different Government.;William Hague;government
It is the mission of the next Conservative Government to build the Responsible Society.;William Hague;government
Half the states have stopped making civics and government a requirement for high school. Half.;Sandra Day O'Connor;government
We have a complex system of government. You have to teach it to every generation.;Sandra Day O'Connor;government
Today we must make a pact with each other to end this reckless conduct with the people's government.;Chris Christie;government
The difference in golf and government is that in golf you can't improve your lie.;George Deukmejian;government
The government invented the Internet.;Jon Meacham;government
I don't believe an Alliance government should sponsor legislation on abortion or a referendum on abortion.;Stephen Harper;government
If you want to be a government in a minority Parliament, you have to work with other people.;Stephen Harper;government
It's the government's obligation to look really to the third parties to get the support to govern.;Stephen Harper;government
We've got to see a state where the Afghan government can handle its own day-to-day security.;Stephen Harper;government
I think the American government is now the most corrupt government in the world.;Ginger Baker;government
Does the owner of the restaurant own his restaurant? Or does the government own his restaurant?;Rand Paul;government
People in government and public life are being kicked around at a high rate of speed.;Arlen Specter;government
It is not the constitutional prerogative of the Government to determine needs.;David Mamet;government
I am the government.;Andrew Cuomo;government
I think the government has to reposition environment on top of their national and international priorities.;Brian Mulroney;government
Most of the press is in league with government, or with the status quo.;Harold Pinter;government
A government is invigorated when each of us is willing to participate in shaping the future of this nation.;Barbara Jordan;government
I never knew a government yet that wanted to do anything.;Anthony Trollope;government
I stand before you today because this vision of government as the engine of opportunity is what I believe in.;Eliot Spitzer;government
Aggression is simply another name for government.;Benjamin Tucker;government
A wise government knows how to enforce with temper, or to conciliate with dignity.;George Grenville;government
I believe that government is the servant of the people and not their master.;David Rockefeller;government
I love my government not least for the extent to which it leaves me alone.;John Updike;government
Government is either organized benevolence or organized madness its peculiar magnitude permits no shading.;John Updike;government
The money that goes into Social Security is not the government's money. it's your money. You paid for it.;Mitch McConnell;government
A government is the only vessel that leaks from the top.;James Reston;government
Government in the U.S. today is a senior partner in every business in the country.;Norman Cousins;government
I was determined that no British government should be brought down by the action of two tarts.;Harold MacMillan;government
It is the duty of Her Majesty's government neither to flap nor to falter.;Harold MacMillan;government
The UK desperately needs less government and freer markets.;Rupert Murdoch;government
Our constitution works. Our great republic is a government of laws, not of men.;Gerald R. Ford;government
Truth is the glue that holds government together.;Gerald R. Ford;government
Our great Republic is a government of laws and not of men. Here, the people rule.;Gerald R. Ford;government
We don't need bigger government. We need to shrink the size of government.;Rand Paul;government
The American formula for creating business is not to have the government create business.;John Sununu;government
For voters what matters is what government actually delivers for them.;Theresa May;government
I think for voters what matters is the values that drive the government.;Theresa May;government
This Bible is for the government of the people, by the people and for the people.;John Wycliffe;government
Journalists should denounce government by public opinion polls.;Dan Rather;government
Well, I'm a libertarian conservative, so I believe in limited government/maximum individual freedom.;John Bolton;government
If I was afraid of being killed, I would never speak out against the government.;Aung San Suu Kyi;government
The essential job of government is to facilitate, not frustrate, job development.;Andrew Cuomo;government
I'm in politics. I'm in government, so nothing surprises me.;Andrew Cuomo;government
I don't know people who don't say, boy the government is working better now.;Andrew Cuomo;government
If somebody invented cigarettes today, the government would not legalize them.;Loni Anderson;government
It's dismaying to see the unilateralism that the government is doing.;Edward Norton;government
I almost forgot what it's like to be proud of my government.;Edward Norton;government
And on the other hand, we see that the Israeli government is attacking that part of the Palestinian leader.;Rafik Hariri;government
It's not good for government to tell people that the world owes them a living and that things are free.;William Weld;government
I was pretty much the government's poster boy for what I had done.;Kevin Mitnick;government
I don't have any problem with government helping entrepreneurs and businesses.;Curt Schilling;government
Criticism in a time of war is essential to the maintenance of any kind of democratic government.;Robert Taft;government
For over 30 years, the IRA showed that the British government could not rule Ireland on its own terms.;Gerry Adams;government
The government I led gave ordinary people peace, security, dignity, and opportunity to progress.;Benazir Bhutto;government
If you want the government off your back, get your hands out of its pockets.;Gary Hart;government
As an artist I have an even more abiding interest in the compact between the Arts and Government.;Theodore Bikel;government
I don't consider Americans bullies, but I do consider the American government bullying.;George Michael;government
I feel an independent accountability commission should audit all government services.;Imran Khan;government
Pakistan needs to have decentralisation and a good local government system.;Imran Khan;government
Americans accept that gangsters are running the government.;Tim Robbins;government
Today it is not big business that we have to fear. It is big government.;Wendell Phillips;government
All the measures of the Government are directed to the purpose of making the rich richer and the poor poorer.;William Henry Harrison;government
If the government fails to listen to your demands, then you will decide what is best for you.;Muqtada al Sadr;government
Open the way before the new government to prove that it is for serving the people.;Muqtada al Sadr;government
We must not tolerate oppressive government or industrial oligarchy in the form of monopolies and cartels.;Henry A. Wallace;government
There are a lot of good causes out there, but they can't possibly all be served by government.;Jesse Ventura;government
Love is by far bigger than the government can ever be.;Jesse Ventura;government
I was very happy being a secretary. I loved working for the government. I was very happy with my life.;Fawn Hall;government
What the Lib Dems have failed to do is offer any meaningful agenda for government or for power.;Lucy Powell;government
I promised to empower the taxpayer - instead of a handful of big government union bosses.;Scott Walker;government
The choice between a Labour government and a Tory one is sharpening minds.;Lucy Powell;government
People create jobs, not the government.;Scott Walker;government
It might be said now that I have the best of both worlds. A Harvard education and a Yale degree.;John F. Kennedy;graduation
God will not look you over for medals degrees or diplomas, but for scars.;Elbert Hubbard;graduation
I learned law so well, the day I graduated I sued the college, won the case, and got my tuition back.;Fred Allen;graduation
I always wanted to have my own album released before I graduated from high school.;Christina Aguilera;graduation
This man used to go to school with his dog. Then they were separated. His dog graduated!;Henny Youngman;graduation
Being considerate of others will take your children further in life than any college degree.;Marian Wright Edelman;graduation
We don't stop going to school when we graduate.;Carol Burnett;graduation
I'm not impressed by someone's degree... I'm impressed by them making movies.;Richard King;graduation
It is virtually impossible to compete in today's global economy without a college degree.;Bobby Scott;graduation
Everyone has a right to a university degree in America, even if it's in Hamburger Technology.;Clive James;graduation
I graduated a the top of my class in the '84 Olympic Games I won a gold medal.;Scott Hamilton;graduation
I have actually five honorary degrees.;Katherine Dunham;graduation
I did get a degree in special education.;Clay Aiken;graduation
College atheletes used to get a degree in bringing your pencil.;Ruby Wax;graduation
I went to college at the University of Kansas, where I got a degree in political science.;Sara Paretsky;graduation
I didn't get my degree at NYU I got it later, they gave me an honourary one.;Jim Jarmusch;graduation
The knowledge of languages was very useful. I have a university degree in foreign languages and literature.;Emma Bonino;graduation
I was the first boy in the Kennedy family to graduate from college.;Mark Kennedy;graduation
The college graduate is presented with a sheepskin to cover his intellectual nakedness.;Robert M. Hutchins;graduation
Yeah, I spent about 20 years in a dorm room. It took me a while to graduate.;Douglas Wilson;graduation
In my second year in graduate school, I took a computer course and that was like lightening striking.;Ted Nelson;graduation
So in my uncertainty, I went to graduate school and there it all happened.;Ted Nelson;graduation
Even though I didn't get a business degree, I enjoyed learning about economics.;Herb Ritts;graduation
I went to military college in Canada and graduated as an officer in the Navy but also as an engineer.;Marc Garneau;graduation
North Dakota State. What do you have to do there to graduate? Milk a cow with your left hand?;Bobby Heenan;graduation
Each year India and China produce four million graduates compared with just over 250,000 in Britain.;Gordon Brown;graduation
Remember, half the doctors in this country graduated in the bottom half of their class.;Al McGuire;graduation
One half who graduate from college never read another book.;G. M. Trevelyan;graduation
I did graduate with a bachelor's degree in civil engineering in 1948.;Daniel J. Evans;graduation
When I was a graduate student, the leading spirits at Harvard were interested in the history of ideas.;M. H. Abrams;graduation
My graduate studies were carried out at the California Institute of Technology.;Kenneth G. Wilson;graduation
Yale places great stress on undergraduate and graduate teaching. I like teaching, and I do a lot of it.;James Tobin;graduation
I was a lesbian for a semester at Wesleyan - it was a graduation requirement.;Ayelet Waldman;graduation
A few months after graduation I was working in films. It took off pretty quick.;Moira Kelly;graduation
I received $100 per week when I started working at the Globe after graduation.;Will McDonough;graduation
I fell in love with theater there, and after graduation I moved to Los Angeles to pursue acting.;Olivia Wilde;graduation
Great minds discuss ideas average minds discuss events small minds discuss people.;Eleanor Roosevelt;great
Great spirits have always encountered violent opposition from mediocre minds.;Albert Einstein;great
Some are born great, some achieve greatness, and some have greatness thrust upon them.;William Shakespeare;great
One sees great things from the valley only small things from the peak.;Gilbert K. Chesterton;great
I am the greatest, I said that even before I knew I was.;Muhammad Ali;great
There is no greater agony than bearing an untold story inside you.;Maya Angelou;great
I may climb perhaps to no great heights, but I will climb alone.;Cyrano de Bergerac;great
Our greatest glory is not in never failing, but in rising up every time we fail.;Ralph Waldo Emerson;great
One of the greatest diseases is to be nobody to anybody.;Mother Teresa;great
Laws control the lesser man... Right conduct controls the greater one.;Mark Twain;great
A man is great by deeds, not by birth.;Chanakya;great
Only those who dare to fail greatly can ever achieve greatly.;Robert Kennedy;great
All truly great thoughts are conceived by walking.;Friedrich Nietzsche;great
After climbing a great hill, one only finds that there are many more hills to climb.;Nelson Mandela;great
Those who dare to fail miserably can achieve greatly.;John F. Kennedy;great
The greatest discovery of all time is that a person can change his future by merely changing his attitude.;Oprah Winfrey;great
The greatest way to live with honor in this world is to be what we pretend to be.;Socrates;great
Could a greater miracle take place than for us to look through each other's eyes for an instant?;Henry David Thoreau;great
Because of a great love, one is courageous.;Lao Tzu;great
Great thoughts speak only to the thoughtful mind, but great actions speak to all mankind.;Theodore Roosevelt;great
The greatest good you can do for another is not just to share your riches but to reveal to him his own.;Benjamin Disraeli;great
Never was anything great achieved without danger.;Niccolo Machiavelli;great
A retentive memory may be a good thing, but the ability to forget is the true token of greatness.;Elbert Hubbard;great
Most great people have attained their greatest success just one step beyond their greatest failure.;Napoleon Hill;great
The greatest wealth is to live content with little.;Plato;great
As a child of God, I am greater than anything that can happen to me.;Abdul Kalam;great
A man's worth is no greater than his ambitions.;Marcus Aurelius;great
Great people talk about ideas, average people talk about things, and small people talk about wine.;Fran Lebowitz;great
Great things are done by a series of small things brought together.;Vincent Van Gogh;great
Behind every great fortune lies a great crime.;Honore de Balzac;great
Harmony makes small things grow, lack of it makes great things decay.;Sallust;great
Don't be humble... you're not that great.;Golda Meir;great
The greatest happiness is to know the source of unhappiness.;Fyodor Dostoevsky;great
The greater the obstacle, the more glory in overcoming it.;Moliere;great
The greatest mistake we make is living in constant fear that we will make one.;John C. Maxwell;great
Believe deep down in your heart that you're destined to do great things.;Joe Paterno;great
I think what motivates people is not great hate, but great love for other people.;Huey Newton;great
Little minds are tamed and subdued by misfortune but great minds rise above them.;Washington Irving;great
And what he greatly thought, he nobly dared.;Homer;great
Nothing great in the world has ever been accomplished without passion.;Georg Wilhelm Friedrich Hegel;great
Small opportunities are often the beginning of great enterprises.;Demosthenes;great
A great pleasure in life is doing what people say you cannot do.;Walter Bagehot;great
I have decided to stick with love. Hate is too great a burden to bear.;Martin Luther King, Jr.;great
Behind every great man is a woman rolling her eyes.;Jim Carrey;great
People who think they know everything are a great annoyance to those of us who do.;Isaac Asimov;great
The hottest place in Hell is reserved for those who remain neutral in times of great moral conflict.;Martin Luther King, Jr.;great
All great change in America begins at the dinner table.;Ronald Reagan;great
Most people say that it is the intellect which makes a great scientist. They are wrong: it is character.;Albert Einstein;great
It gives me great pleasure indeed to see the stubbornness of an incorrigible nonconformist warmly acclaimed.;Albert Einstein;great
You ask me if I keep a notebook to record my great ideas. I've only ever had one.;Albert Einstein;great
My great concern is not whether you have failed, but whether you are content with your failure.;Abraham Lincoln;great
A little thought and a little kindness are often worth more than a great deal of money.;John Ruskin;great
My mother had a great deal of trouble with me, but I think she enjoyed it.;Mark Twain;great
That some achieve great success, is proof to all that others can achieve it as well.;Abraham Lincoln;great
As usual, there is a great woman behind every idiot.;John Lennon;great
Silence is a source of great strength.;Lao Tzu;great
Character is higher than intellect. A great soul will be strong to live as well as think.;Ralph Waldo Emerson;great
All great achievements require time.;Maya Angelou;great
Great achievement is usually born of great sacrifice, and is never the result of selfishness.;Napoleon Hill;great
He who learns but does not think, is lost! He who thinks but does not learn is in great danger.;Confucius;great
I am an old man and have known a great many troubles, but most of them never happened.;Mark Twain;great
My books are like water those of the great geniuses are wine. (Fortunately) everybody drinks water.;Mark Twain;great
No great artist ever sees things as they really are. If he did, he would cease to be an artist.;Oscar Wilde;great
A little sincerity is a dangerous thing, and a great deal of it is absolutely fatal.;Oscar Wilde;great
These are not dark days: these are great days - the greatest days our country has ever lived.;Winston Churchill;great
No crime is so great as daring to excel.;Winston Churchill;great
Great and good are seldom the same man.;Winston Churchill;great
Man becomes great exactly in the degree in which he works for the welfare of his fellow-men.;Mahatma Gandhi;great
Life is either a great adventure or nothing.;Helen Keller;great
The essence of all beautiful art, all great art, is gratitude.;Friedrich Nietzsche;great
To accomplish great things, we must not only act, but also dream not only plan, but also believe.;Anatole France;great
Fishes live in the sea, as men do a-land the great ones eat up the little ones.;William Shakespeare;great
How incessant and great are the ills with which a prolonged old age is replete.;C. S. Lewis;great
When we are born we cry that we are come to this great stage of fools.;William Shakespeare;great
A great man is always willing to be little.;Ralph Waldo Emerson;great
Don't be afraid to give up the good to go for the great.;John D. Rockefeller;great
Trust men and they will be true to you treat them greatly and they will show themselves great.;Ralph Waldo Emerson;great
Half a truth is often a great lie.;Benjamin Franklin;great
Faith, there hath been many great men that have flattered the people who ne'er loved them.;William Shakespeare;great
To do a great right do a little wrong.;William Shakespeare;great
The world is the great gymnasium where we come to make ourselves strong.;Swami Vivekananda;great
I like to listen. I have learned a great deal from listening carefully. Most people never listen.;Ernest Hemingway;great
There have been many great men that have flattered the people who ne'er loved them.;William Shakespeare;great
I believe in the fundamental truth of all great religions of the world.;Mahatma Gandhi;great
It's hard to be humble, when you're as great as I am.;Muhammad Ali;great
Only he can take great resolves who has indomitable faith in God and has fear of God.;Mahatma Gandhi;great
I'd rather attempt to do something great and fail than to attempt to do nothing and succeed.;Robert H. Schuller;great
Take time for all things: great haste makes great waste.;Benjamin Franklin;great
The moment you think you understand a great work of art, it's dead for you.;Oscar Wilde;great
Now that the House of Commons is trying to become useful, it does a great deal of harm.;Oscar Wilde;great
The salesman knows nothing of what he is selling save that he is charging a great deal too much for it.;Oscar Wilde;great
A great part of courage is the courage of having done the thing before.;Ralph Waldo Emerson;great
Death comes to all, but great achievements build a monument which shall endure until the sun grows cold.;Ralph Waldo Emerson;great
Enthusiasm is the mother of effort, and without it nothing great was ever achieved.;Ralph Waldo Emerson;great
Great men are they who see that spiritual is stronger than any material force - that thoughts rule the world.;Ralph Waldo Emerson;great
Beware of little expenses. A small leak will sink a great ship.;Benjamin Franklin;great
A great empire, like a great cake, is most easily diminished at the edges.;Benjamin Franklin;great
There never was a truly great man that was not at the same time truly virtuous.;Benjamin Franklin;great
To be great is to be misunderstood.;Ralph Waldo Emerson;great
I have great faith in fools self-confidence my friends call it.;Edgar Allan Poe;great
Governing a great nation is like cooking a small fish - too much handling will spoil it.;Lao Tzu;great
Nothing great was ever achieved without enthusiasm.;Ralph Waldo Emerson;great
There is no great genius without a mixture of madness.;Aristotle;great
Before we acquire great power we must acquire wisdom to use it well.;Ralph Waldo Emerson;great
All difficult things have their origin in that which is easy, and great things in that which is small.;Lao Tzu;great
People with great gifts are easy to find, but symmetrical and balanced ones never.;Ralph Waldo Emerson;great
Rice is great if you're really hungry and want to eat two thousand of something.;Mitch Hedberg;great
Great hearts steadily send forth the secret forces that incessantly draw great events.;Ralph Waldo Emerson;great
A great city is not to be confounded with a populous one.;Aristotle;great
Great acts are made up of small deeds.;Lao Tzu;great
Marriage is a great institution, but I'm not ready for an institution.;Mae West;great
A subject for a great poet would be God's boredom after the seventh day of creation.;Friedrich Nietzsche;great
No great man ever complains of want of opportunity.;Ralph Waldo Emerson;great
Great geniuses have the shortest biographies.;Ralph Waldo Emerson;great
The search after the great men is the dream of youth, and the most serious occupation of manhood.;Ralph Waldo Emerson;great
Great men or men of great gifts you shall easily find, but symmetrical men never.;Ralph Waldo Emerson;great
A healthful hunger for a great idea is the beauty and blessedness of life.;Jean Ingelow;great
A good hockey player plays where the puck is. A great hockey player plays where the puck is going to be.;Wayne Gretzky;great
Govern a great nation as you would cook a small fish. Do not overdo it.;Lao Tzu;great
Two great European narcotics, alcohol and Christianity.;Friedrich Nietzsche;great
Forgive, O Lord, my little jokes on Thee, and I'll forgive Thy great big joke on me.;Robert Frost;great
Success has always been a great liar.;Friedrich Nietzsche;great
A great figure or physique is nice, but it's self-confidence that makes someone really sexy.;Vivica Fox;great
What great thing would you attempt if you knew you could not fail?;Robert H. Schuller;great
Some are made modest by great praise, others insolent.;Friedrich Nietzsche;great
There never was any heart truly great and generous, that was not also tender and compassionate.;Robert Frost;great
When one has a great deal to put into it a day has a hundred pockets.;Friedrich Nietzsche;great
A man of great common sense and good taste - meaning thereby a man without originality or moral courage.;George Bernard Shaw;great
Being brilliant is no great feat if you respect nothing.;Johann Wolfgang von Goethe;great
Good artists copy, great artists steal.;Pablo Picasso;great
Where words are restrained, the eyes often talk a great deal.;Samuel Richardson;great
All great truths begin as blasphemies.;George Bernard Shaw;great
